Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line]	Term Source 2 REF	Term Source 2 Accession	Protocol REF	Protocol REF	Protocol REF	Assay Name	Experimental Condition [ # fill in]	Comment [Gene Identifier]	Comment [Gene Symbol]	Comment [Gene Annotation Comments]	Dataset Name	Image File	Comment [Image File Path]	Comment [Image File Comments]	Comment [Image File Type]	Channels	Protocol REF	Processed Data File
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t60)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_60min_20_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t60)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_60min_20_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_01_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_01_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_02_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_02_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_03_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_03_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_04_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_04_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_05_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_05_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_06_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_06_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_07_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_07_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_08_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_08_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_09_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_09_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_10_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_10_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_11_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_11_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_12_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_12_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_13_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_13_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_14_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_14_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_15_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_15_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_16_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_16_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_17_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_17_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_18_FUS.dv			"raw, fused"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	mus musculus 			XX mouse Spen Spoc domain mutation embryonic stem cells	na		TC	RNA-SPLIT to assess turnover during Steady State phase (t80)	3D SIM OMX V3	RNA-SPLIT	Bgl-stem-loop labeling of Xist RNA with BglG-Halo	MGP_129S1SvImJ_G0007554; MGP_129S1SvImJ_G0029049	Xist; Spen		RNA-SPLIT Xist turnover on chromatin - Spoc mutant line	20191218_Pulse_Chase_Xist_turnover_on_chromatin_Maintenance_SpocmutC10_80min_18_FUS_SIR_THR_MCF_ALN-full.tif			"fused, reconstructed, thresholded, filtered, aligned"	"405: DAPI signal, 488: RNA-SPLIT signal (first HaloTag labelling round), 594: RNA-SPLIT signal (second HaloTag labelling round)"		
